Order,AoA,Mach,Reynolds,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
2,-7,2,6000,-6.717350486824914,-4.055374056809666,0.8081101507333219,-0.345961757829904,0.37394497335845,0.3547633443728566,0.8340356828226401,-0.4187568665813303,0.0206162307761674,0.0308584420565075,0.0120682344144157,-0.0674636781533224,0.0375982625805467,0.2538318989441005,0.0348095968187122,0.0221251432533386,0.1172161725339616,0.0326731133178677,0.0624844607826521,-0.0033767201344768,-0.0075993367211668,-0.0581531373982041,0.0280945794404079,0.0356987193325482,-0.0077190964767705,0.0172689875732078,-0.0197022818686495,0.025744357619832,0.0527338391142124,-0.0070573035949111,-0.0232452626432769,0.0012607307878706,-0.0071254443300065,0.0194203071908545,-0.0006407158455947,0.0117185168250369,-0.0148129382287313,-0.0073753309211795,0.0121512246607274,-0.0115070179462655
4,-7,2,6000,-6.77326087041287,-4.099403866379027,0.9529742847572672,-0.5594599149140839,0.1734974647600757,0.2110630132732497,1.1543764343011131,-0.0966992959750198,0.0318848487774011,-0.094222633835338,0.2490452968169048,-0.1789486455510038,-0.1280952753639107,0.1451566015054395,-0.0053899027308992,0.0910331560415604,0.0238774578892189,0.033247046414315,0.0247949007229886,0.0325280895160147,-0.1247330049878381,-0.0288578006972814,0.0070454836878983,-0.0080399728306962,0.0215660056478092,0.0420803898749344,-0.0254159704538542,0.0092642148301001,-0.0199853752274852,0.0188297357875708,0.0148251130747765,0.0365628812071462,-0.0024957784866083,0.0171085319672325,0.0236414616713167,-0.0112615303614069,0.0132236810396263,-0.0045108047595822,0.002110440852914,0.0081022673741007
2,-7,2,7000,-6.650263379115378,-4.148900709121925,0.7490162416631139,-0.4729737653392145,0.4438592419331001,0.2982503606211265,0.8904349039675514,-0.3660732755932587,-0.0271045786814344,0.0660864115249897,0.0157187797660858,-0.0804050437923272,0.0731014445969753,0.2566931406844595,0.057488623135516,0.043738291202133,0.131073409581315,0.0537786187696918,0.0576466865480039,-0.0072751363002329,-0.0256829782737987,-0.0514679033068509,0.0313572798433889,0.0570926568459106,-0.0068116723589065,0.0148904972040082,-0.0208619332803743,0.0294106634136361,0.0654722981573607,-0.0199075670224424,-0.0223121961783533,0.0003975837135518,-0.0082595404761193,0.017965842183412,-0.0051198651801986,0.0112424318199821,-0.018088212542652,-0.008280782723611,0.0181225412293125,-0.0064619684624092
4,-7,2,7000,-6.717085303072917,-4.196093714849601,0.9166974955567432,-0.7173079929262935,0.2150957981024804,0.1352165449076423,1.2416437934923394,-0.0164095110697135,0.0014140690506879,-0.04557185299531,0.2675604550433359,-0.2177086744596582,-0.0952774797197064,0.143113175916646,0.0174026927516889,0.1362540156730878,0.0300608020468704,0.0436536516647571,0.0235093698699353,0.0221232301713711,-0.1521205127909466,-0.0146540243430145,0.0042907725467265,0.0029223787664936,0.0361102996943769,0.0419551882631368,-0.0368018211066196,-0.0066979182297244,-0.0222951063758129,0.0116937350153392,0.0176580609812411,0.0392347456816071,0.0004026601947844,0.0127587039883453,0.0132460492578173,-0.0073553154979487,0.0157934704262007,-0.0080084721472507,0.015806991706275,0.0096515155058887
2,-7,2,8000,-6.597072654852248,-4.225848730475715,0.7024598992353444,-0.5812651681215073,0.5020069838195024,0.2496038071405619,0.9379141326165664,-0.3218412293581617,-0.0668856156436629,0.0990000619696725,0.0192219941714003,-0.0916698424683591,0.1038148130622964,0.2604306213116389,0.0768835445284317,0.066012643572848,0.1438289951884088,0.0693811668459091,0.0523032221987715,-0.0135497610352829,-0.0401346870377196,-0.0457988318225483,0.03406306722447,0.076297901559479,-0.0040704966304465,0.0125962538789545,-0.0224600633631842,0.0309274392074268,0.0773338921467354,-0.0326856885805086,-0.0222524678650615,0.0004578161090335,-0.0080158729103084,0.0149594329981245,-0.0098837983628355,0.0112831429076631,-0.0217381495402781,-0.0091384348408997,0.0234805262260928,-0.0020130610595243
4,-7,2,8000,-6.6756096547128,-4.275424674643426,0.8922097506812781,-0.8512296994451456,0.245823731655856,0.0703672949945302,1.3175248438028435,0.0517404325455707,-0.0199804586798584,0.00264571700614,0.2823392623090319,-0.2537287428779091,-0.0667223268997218,0.1440861307768974,0.0383538357944666,0.180762190120402,0.0369350630483979,0.0478831833298872,0.0223111762266714,0.0086687220091386,-0.1751227380980783,-0.0026748948915028,-0.000278435148859,0.0152121833884939,0.0512758201532448,0.0411218129494356,-0.047866772877221,-0.0216153582658431,-0.0225402590087228,0.0044893491553122,0.0180077469043154,0.0430484094165798,0.0057483563586067,0.0042228057644003,0.0027086269235658,-0.0028436949098505,0.0171265976112919,-0.0097297962854494,0.0286352680812323,0.0102187726828701
2,-7,2,9000,-6.553907654592395,-4.290679916269185,0.6650293751831224,-0.6749948169489743,0.5510011882432764,0.2072132661130015,0.978882253936973,-0.2840015807219914,-0.1006198057507222,0.1295728956278137,0.0225651682298325,-0.1017234577148318,0.1307801096591754,0.2646422946129971,0.0938158998449196,0.088104382887285,0.155545897920617,0.0811410068631447,0.0469801211788501,-0.0211035350523878,-0.051954853042107,-0.0408490350607843,0.0362720764107747,0.093723321547619,-0.0003073284816512,0.0104737705087559,-0.0242284096938035,0.0310734304887877,0.0884279358020738,-0.0450401714057143,-0.0227628313669167,0.001025565351412,-0.0068831952384461,0.0110280275984459,-0.0147466338714241,0.0116828293085919,-0.0255737213406322,-0.0097209361679981,0.0283337942740739,0.0019706633133332
4,-7,2,9000,-6.644393591001112,-4.342018975647783,0.8756450136742646,-0.9661522479180318,0.2688595990266706,0.0143913537399191,1.3844641812977243,0.1104502938278702,-0.0348446766056688,0.0496022794976465,0.2938697427090456,-0.2872286420634428,-0.0416954303816664,0.1471671345222395,0.0579599976496719,0.2234316498863229,0.0441666496842586,0.0481077191152109,0.0215065951721024,-0.0062523187289673,-0.1949501127880032,0.0075701257248712,-0.0061910616788969,0.0284576201788498,0.066010767960344,0.0399271154692356,-0.0581114174012374,-0.0349490285175048,-0.0210934377725124,-0.002335060223242,0.0166385144707635,0.0474252204918952,0.0127016174408817,-0.0070516901157438,-0.0073149221659751,0.0020186961448937,0.0176816304108393,-0.0098375834940844,0.0403067550829064,0.0099638922191708
2,-7,3,3000,-1.5792237950098462,-5.815157798179089,1.8287213880437287,0.1214940871969578,-0.4754089915343565,1.0239916198409629,0.3431183323443804,-0.7565542131086762,0.4396611472228151,-0.0675900592680241,-0.1046673917304591,0.0502525545013325,-0.1529813064624877,0.3018792334062092,-0.1071467209006884,0.0105519365397236,0.1118774700869348,-0.113966184277087,0.0131892620452424,-0.0193934343920268,0.0820463307739611,-0.0664050498204874,0.0205991626184187,-0.0816807819428669,0.0633940948205825,-0.0080930979064456,-0.0214160439838124,-0.0190442959962608,-0.032901576878878,0.0001708509281644,-0.0357035037801113,0.0127691611447563,0.0196893565148931,0.0010252928616747,-7.484258939152721e-05,0.0272474333714312,-0.009008106842314,-0.0133498893305512,-0.0135180642302759,-0.0406723613441581
4,-7,3,3000,-1.624715422706062,-5.74564049022043,1.8879162242370475,0.0289204677926306,-0.6271141250982896,0.9566915006929032,0.6180422337011244,-0.54448574140444,0.4558408661790872,-0.231165781390297,0.1222892452804657,0.0147054481053642,-0.3586233560494305,0.1856785841072166,-0.1483324014173944,0.0005901954024346,0.0034874890445564,-0.1084323257910286,-0.053737668788581,0.03183952065442,0.023371173158498,-0.0960749818997896,-0.0127161588266862,-0.0381588284266992,0.0369428243513573,0.0083143672556289,0.021989974271077,0.044106750579972,-0.0127631016454588,-0.0136576338611475,-0.0258806616575342,0.0511610622931262,0.0185442069524971,-0.0128707204989376,0.015292276049596,-0.0184414435805242,-0.0114766522556136,0.0071850521827943,-0.0377348125812999,-0.0150676809274903
2,-7,3,4000,-1.3224174443738232,-6.123816849156303,1.6093601015255372,-0.2610234490098976,-0.2819781110698897,0.8643227604031586,0.559318379986114,-0.5730020795197978,0.2944483752538029,-0.0169950409984237,-0.0822679110798238,-0.0009912002948492,-0.0602645943053421,0.2934402440777109,-0.0387193513546492,-0.0198321690594401,0.1129247270813816,-0.0325560541435677,0.0505296615517513,0.0079193299078198,0.0361215123849011,-0.0523826938720145,0.0232839631039033,-0.0464973118713926,0.0295448617318469,-0.0117070998609728,-0.0163715900489738,0.0194999879810898,-0.0146137258401828,0.0008906655627362,-0.025433937809454,-0.0029254380372137,0.0067126852825206,0.0197833667304533,0.0059482589153656,0.014800223636479,-0.0046620580152104,-0.0027036292817943,-0.0049214422175605,-0.0308656558328792
4,-7,3,4000,-1.3689805239895008,-6.053952506283252,1.6827627192923162,-0.4021698398526409,-0.4674435715242414,0.762495578431141,0.8738867116828397,-0.3197791847909747,0.3356003786724183,-0.182706392971246,0.1859990259012747,-0.058210541883552,-0.2819213757320603,0.1434799786311111,-0.0989219389130295,-0.0130164460459612,-0.0307138034423675,-0.0283222797191265,-0.0151354251547968,0.0670014679402588,-0.0328266330068043,-0.0684355865680362,-0.0156108175838376,-0.0292734417644334,0.0131823573807712,0.0177087921862977,0.0158307761799204,0.0583396147645005,-0.0224538587557513,0.0019782520294729,-0.0076648977108261,0.032022452448283,0.0062836195911682,0.019848699010319,0.0244042006040676,-0.0206682391688997,-0.0011266108770823,0.0150200486534845,-0.0268026446346813,-0.0096986930461177
2,-7,3,5000,-1.1448636136708863,-6.346835641733806,1.4569283852722137,-0.569415415862128,-0.128072937343718,0.7305514978346725,0.7216790948699071,-0.4282382166682185,0.1846601621205153,0.0432016454259109,-0.0617797945724858,-0.0404958810738142,0.0140710159816442,0.291584637149257,0.0148642103802606,-0.0175039860416779,0.1189094004505939,0.0168378209133706,0.0674888007036569,0.0113664672992913,0.0050236993329833,-0.0405627717003319,0.027466281818744,-0.0179488409492415,0.0173047564854305,-0.0168851292602125,-0.0182392551625177,0.0382895471386369,0.0030172629299262,-0.0082707277820637,-0.0195943356845708,-0.0081923238758941,0.0010043876574456,0.0255422053229721,0.0057647761645236,0.0077786608222505,-0.0065841342095449,-0.0011621692268393,0.0021040207625131,-0.0232483549328813
4,-7,3,5000,-1.1983891787985794,-6.275867716161706,1.5495652418453776,-0.7540899661551056,-0.3479335832663881,0.5978998760292243,1.0770628870036694,-0.1368373092250443,0.2521425204865082,-0.1135831126077356,0.2407087623844188,-0.1248378693545408,-0.2221370020320314,0.1153196865667743,-0.0565717879934294,0.0143537407211479,-0.0524231614878013,0.0111169565160434,0.003635180496316,0.0703579013035393,-0.0734275193306234,-0.0424003787514324,-0.020205772828001,-0.0253665676255295,0.0147439784495343,0.0237443553518009,0.0016590139142891,0.0476351677414216,-0.0336266895151948,0.0080299837423893,0.0037461150541932,0.0261233269907904,0.0017185145353121,0.0324778346169302,0.0209617687407737,-0.0176826827884397,0.0053336724058675,0.0127985905080876,-0.0145856653038461,-0.0077627001121867
2,-7,3,6000,-1.013897943866428,-6.51694080241954,1.3438303395225497,-0.8230825100734067,-0.0029590837672978,0.6190509123173782,0.8478977789060618,-0.3131420251340902,0.0977233507881237,0.104052535186839,-0.0441995566828898,-0.0728022599557167,0.0768260261470835,0.2930221878402518,0.0582885797249022,0.0001177579137804,0.1269973242763152,0.0478600870379135,0.0738974242387774,0.0030262517048022,-0.0170391704755678,-0.0305086839303119,0.0308060315794873,0.0066205797648367,0.0159394510480474,-0.0227508825616517,-0.0225791844976708,0.0462614503631465,0.0197514260799326,-0.0218472474527273,-0.0167046888740541,-0.0084589111975792,0.0001332620371256,0.0237307674450772,0.0014560099083674,0.0037820401650066,-0.0108083759974267,-0.0026918760546777,0.008607490022647,-0.0165926139747951
