Order,Cd_pres,Cd_visc,Cd,Cd_pres_rel_err,Cd_visc_rel_err,Cd_rel_err,sep_loc,sep_loc_err,AoA,Mach,Reynolds,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,Label
2,0.0523271036,0.1253848387,0.1777119423,0.1075405969221171,0.0389263935525175,0.0582302747495257,0.204777,0.018507,-7,1,8000,-10.667495563461811,-1.6285945892978515,-0.4968459319344571,0.3810158297328215,0.3685338368216014,-0.4762546730705708,0.5244541966448915,-0.1212914465237119,0.0378387935540365,-0.0075544988347193,0.0032039073385515,-0.1618956908501841,-0.0247295650301917,-0.0382819090904752,0.0190970110531044,0.0661951151057028,0.0074024179338639,0.0084645692493234,0.0143339281109364,0.0808044216399911,0.0070709718871329,0.0289810316059342,-0.0036686056776221,0.0030135389462653,-0.0246703007830961,0.0537605103334381,0.0091996870855054,-0.023845480137299,-0.0263239317187554,-0.0078809941161533,0.0306684427944804,-0.0282800448393557,-0.0036902431136153,0.0207946438399554,0.0241859148099649,0.0198256653719882,0.0081264535969868,0.0156684833298954,0.0068648969411742,-0.0155042964267337,MISSED
4,0.0472462172,0.1206869317,0.1679331489,0.0,0.0,0.0,0.223284,0.0,-7,1,8000,-10.720229065413102,-1.6283292465461547,-0.5687781939891874,0.3842038968849515,0.277582880210829,-0.4810305894014619,0.5365180237879251,-0.1000383388279593,-0.0343994782968476,-0.0023221348504132,0.0575248548471211,-0.1791249431886063,0.0402224113128933,-0.0218292809055143,-0.0732026647230623,-0.0068435026434306,0.035745938587213,-0.0171919910501249,0.0189278939939972,0.0485022540834748,-0.0184901754994799,0.0289987431142492,0.0276531977856025,-0.0089869442127372,0.0065237463575585,0.0308707750376344,0.0154251996234117,-0.0157133623522625,-0.0180213429801792,-0.0027687462587593,0.0068818326152271,-0.0119324907336786,0.0006365537695674,0.0082068008424698,0.000252205540017,-0.0102954159483168,0.0178564708651604,0.0212887731736596,-0.0036427973966099,-0.0080165426816321,CAPTURED
2,0.0522103732,0.1180499296,0.1702603028,0.1104016156544912,0.0408500782573803,0.0612336869159977,0.204777,0.00524,-7,1,9000,-10.658322973925385,-1.6506176041143412,-0.4999692825700557,0.3497131164640713,0.3898552712131486,-0.4985184952837915,0.5298939284098697,-0.1337129824447873,0.0104944132547659,-0.0064164886261092,-0.001567393942039,-0.1707536977637417,-0.032477677519045,-0.0391998772577782,0.0293106883418453,0.0694835130925803,0.0172934078020522,0.0016300807492886,0.0218695979675988,0.0906377395747646,0.0127194506089343,0.0321227074461856,0.00484172165781,0.0038994042549279,-0.0283498919906388,0.056998314379229,0.0076172822020614,-0.028180948805087,-0.0300751806025197,-0.0081290141076613,0.0330121436160326,-0.0292854806362721,-0.0046329345827208,0.024960031229131,0.0271168238951752,0.0227394880408907,0.0075054454245213,0.0180950511064,0.0060894553264405,-0.0165252988489664,MISSED
4,0.0470193599,0.1134168427,0.1604362026,0.0,0.0,0.0,0.210017,0.0,-7,1,9000,-10.710029221056963,-1.6489312336083253,-0.5717546747228504,0.3497409838455368,0.2982858264137487,-0.5046338557544989,0.5413107840328719,-0.1123536159851199,-0.0594526724618889,-0.001169079925437,0.0532046634436352,-0.1873929618797623,0.0324433213513192,-0.0215230115125896,-0.0635072913213455,-0.0046096649783475,0.0475776961898337,-0.023636851968238,0.0257905221263307,0.0557975324517434,-0.0162652540772909,0.031798197139823,0.0358315660109922,-0.0086504468335803,0.0030851610892636,0.0334395426415464,0.0126546392893717,-0.0202227348935235,-0.0209185423655378,-0.0032675635126765,0.0076968743094309,-0.0125601826300998,-0.0005485788896512,0.011767758931914,0.0023889370726331,-0.0093610511787448,0.0166051567835514,0.0232764690973841,-0.0057219308344331,-0.0086257467799765,CAPTURED
2,0.0553130331,0.1061774035,0.1614904366,0.0631549897815571,0.0191496509746062,0.0338060924967323,0.294565,0.0,-7,2,3000,-5.939752553726859,-3.036087380797458,-0.796017507862687,0.1399189079024014,0.0283477450853656,0.4962408875989506,0.6872380679137097,0.0878625940364832,0.3923485487835145,-0.0375431083772256,0.0325159025646714,-0.1372292028685234,0.057767458470497,-0.0957462042543816,-0.1296830368567165,0.0548370229588639,-0.0055333386907142,0.0251412068911874,-0.0854788966990903,0.0121549206047872,0.0058945319888114,0.0154774630628256,-0.0852072371465185,0.0339273775674692,0.0246264787968059,-0.0104499512136041,0.0223727996274795,-0.0215535495249048,-0.0021218138426009,0.0302091886742256,-0.008321195007896,-0.0205413267953312,0.0060834224753102,0.0016354824491468,0.0048969642236905,0.0013827859342915,-0.0079675888568828,-0.00637540043754,0.010708201284605,0.0012109748398074,CAPTURED
4,0.0520272525,0.1041823479,0.1562096004,0.0,0.0,0.0,0.294565,0.0,-7,2,3000,-5.998991427484933,-3.015970384817712,-0.836460566307113,0.1640716452947875,-0.0469927243362214,0.5104997469948427,0.7137720712741831,0.1134648240633751,0.3416518660340294,-0.034796967929482,0.0770411145305451,-0.1482559516953864,0.1326097970292747,-0.0826111064549284,-0.199580904224372,-0.0258189825561874,0.0142643669994589,-0.0101345461903164,-0.0741665699303124,-0.0308504305850655,-0.0068625333718485,0.0041362416154621,-0.0516249512215961,0.0243722579810782,0.0525969976447786,-0.0100741725190553,0.0235429685325242,-0.02826444504311,0.0014134535448613,0.0331632749608312,-0.0187416126616409,-0.0085965412454778,0.0143669707326845,-0.0043231517567884,-0.0157193941358298,-0.0090216924205716,0.0013373759950769,0.0001370200873244,0.0127695211780909,0.0092147508183002,CAPTURED
2,0.0535998969,0.0908310432,0.1444309401,0.0648510517356395,0.0198500546608313,0.0360994966290817,0.254345,0.0,-7,2,4000,-5.85027941607485,-3.173941962790624,-0.7774924713938874,-0.0483109571795968,0.1516656545788026,0.3655496094718596,0.7198410395680493,0.0288992944872342,0.2469028588011474,-0.0278315521977273,0.0464075034317445,-0.1642495864473042,0.0243748831705891,-0.0622431704856466,-0.1048428593943819,0.0683374109928131,-0.0171763886419904,0.0377153610566997,-0.0365805845556281,0.0352221454505131,0.0022281089147606,0.0306429796689716,-0.0520688395380227,0.022279356119079,0.0191246421532461,-0.0031747511291657,0.0310606213748213,-0.0009033083844375,0.0013130984859693,0.0116618226291024,0.0031629886722606,-0.0255077434574973,0.0098872409461446,0.0015615320620749,0.0064913424105978,0.0041839127971939,-0.0003923634512298,-0.0062465463349004,0.0064930260308972,-0.0054180756510814,CAPTURED
4,0.0503355815,0.0890631351,0.1393987166,0.0,0.0,0.0,0.254345,0.0,-7,2,4000,-5.909221811240853,-3.149251906603045,-0.8209818753301275,-0.0302305552703344,0.0631986490688385,0.3767364631219134,0.7475186535571683,0.0612933952090374,0.1992534660239046,-0.0248537491870834,0.0984593630893051,-0.1735467279240339,0.1077372457922182,-0.0418302253623106,-0.1804631247737553,-0.0150156976541327,0.0045691357334582,0.0037201165670814,-0.0259514446686399,-0.0165091411202881,-0.0222199801512528,0.0183022676050941,-0.017190933215098,0.0107299037334213,0.0529928529228361,-0.0054306029595052,0.0323606716143507,-0.0100061728060537,0.0075794196683698,0.0121768901549101,-0.0106359925749185,-0.013379155332851,0.01793258043479,-0.0076650822961588,-0.0152315734447423,-0.0105255849735493,0.0083558559546236,-0.000297841629302,0.0075501188944017,0.0049742456360452,CAPTURED
2,0.0526544678,0.0806896533,0.1333441211,0.0662794157731737,0.0208696756929434,0.0383309176753835,0.223284,0.0310609999999999,-7,2,5000,-5.792512784683705,-3.272083562239529,-0.7771676904284929,-0.195062835415171,0.2428037636625507,0.2615980641957401,0.7472030251376014,-0.0168654547028169,0.1275637537792378,-0.0206194077075132,0.0466376133542561,-0.191390527966088,-0.0028755806582057,-0.0425706937490486,-0.080034545996246,0.0755621629517371,-0.0091855644792664,0.0381965243612721,-0.0061228884580967,0.0560115644867556,0.0063523489699461,0.0413486795310775,-0.0254801951545393,0.0171907986332136,0.0138972173771819,0.0020884232019276,0.0338817431505865,0.0042095619089695,-0.0004101434229281,0.0031387121265043,0.0092259333667951,-0.0269494647739531,0.0096320076310925,0.0068619646019973,0.0094213433855036,0.0049523111227969,0.0022706273999251,-0.0032665032722034,0.0025434853862786,-0.0101357495190055,CAPTURED
4,0.0493814914,0.0790401118,0.1284216032,0.0,0.0,0.0,0.254345,0.0,-7,2,5000,-5.85077506032135,-3.242930619726097,-0.822153852508924,-0.1832836126001118,0.1445678411105514,0.2696965414409064,0.7752461573462782,0.0206309640389468,0.083848552237774,-0.0174754971971063,0.1039169724692332,-0.1991201571525629,0.0866453670623393,-0.0162405046049949,-0.1597148786849635,-0.0103882625677946,0.014923898527564,0.0058464327138517,0.0034232778795453,-0.0034642905129709,-0.0287592452022648,0.0282076552813004,0.0099996228234587,0.0037784836484242,0.0521861614505247,-0.0022443646571861,0.0351022493312495,-0.0071118779172762,0.0086405817893512,0.0010527266920092,-0.0080070233999501,-0.0148534781454943,0.0175104777299836,-0.004749811848788,-0.0134684156011244,-0.0137812806282078,0.0102446301776206,0.0022189269954339,0.0024296216706404,0.0020621649360132,CAPTURED
2,0.0521106665,0.0733600578,0.1254707243,0.0678154483104243,0.0220091076097116,0.0405476504605344,0.223284,0.0,-7,2,6000,-5.752379693040033,-3.3463865236214154,-0.7841447537453123,-0.3127749841598332,0.3130758232464114,0.1775627792730406,0.7710961189990237,-0.0534521397547154,0.0284622624795713,-0.0150773213564983,0.0402811852951383,-0.217182330510168,-0.026501483564502,-0.030760732411459,-0.0562288804783004,0.0796004620975184,0.0076023567979464,0.0327074819321884,0.013657112312894,0.0750716663592244,0.014545271624263,0.0496852105891605,-0.003423396421816,0.0154546497234789,0.0080707478130527,0.0063755240120504,0.0331768089463581,0.0012918521804539,-0.0043672302857631,0.0008534748383889,0.0125768664782293,-0.026554433628406,0.0074677347167847,0.0144307771661896,0.0127273396075594,0.0058130273404867,0.0023232067010876,0.0006273261410753,-0.0010929016077353,-0.0135096247731583,CAPTURED
4,0.0488011918,0.0717802388,0.1205814306,0.0,0.0,0.0,0.223284,0.0,-7,2,6000,-5.809628389457217,-3.31303711977767,-0.8298185148577082,-0.3073719234893774,0.2075648695217336,0.1826271744845314,0.7989232900897875,-0.0125048418155552,-0.0109858540383029,-0.0118087739239897,0.1015358654486421,-0.2235247987799248,0.0673436864533822,0.0003552862431221,-0.1390035939319753,-0.0088006287572156,0.034356610112594,0.0018793071345438,0.0219512762150653,0.0086227764449782,-0.0301466385906451,0.03579300213126,0.0322897740411205,0.0003591346505135,0.0496685070213905,0.000405739460183,0.0338432129637345,-0.0119794648332279,0.0073450827019225,-0.0036951116023042,-0.0080281133305412,-0.0146151692098603,0.0151478695206745,0.0009063553633485,-0.0114722821733789,-0.0166240977462948,0.009324644451134,0.0057217235473181,-0.0024874354292283,0.0001953648059139,CAPTURED
2,0.0517963558,0.0677468587,0.1195432145,0.0695319577065499,0.023207965852612,0.0427773921211179,0.204777,0.0,-7,2,7000,-5.723058660265792,-3.405117092991605,-0.7940140470247707,-0.4093280827345525,0.3691391481212078,0.1084310027119318,0.7922927482787755,-0.0833693706589414,-0.055092058413477,-0.0106957147697627,0.0306821421166237,-0.2411569089031869,-0.0476289937457502,-0.0237399285109551,-0.0338456877766607,0.0819222462135562,0.0281311183105191,0.0243109622900573,0.0269348001439733,0.0927465788918903,0.0248374640106486,0.0565116969131786,0.0153878401069776,0.0155162891056407,0.0016974157888979,0.0101508880721815,0.0304334894511186,-0.0057793390360856,-0.009269618307627,0.0023471875369755,0.0145418754791044,-0.0251822251168772,0.0044537412710209,0.0228332170720033,0.0160301812885939,0.0072934755660568,0.0009337130799971,0.0046867062406713,-0.0044246673357581,-0.0159439738881111,CAPTURED
4,0.0484289931,0.0662102534,0.1146392465,0.0,0.0,0.0,0.204777,0.0,-7,2,7000,-5.779035256308948,-3.3679175715097864,-0.8398710997757712,-0.4102400761271009,0.2582785089524089,0.1105783893370424,0.8194702599810615,-0.0404025640953744,-0.0901590410165401,-0.007332236636178,0.0951951669230929,-0.2462989208694528,0.0491840559181668,0.0112789835553364,-0.1190227041116971,-0.0087725712778055,0.0576934348674669,-0.0052706235429244,0.033960561836796,0.0199828175372463,-0.028407397782772,0.0418525269948062,0.051100749776852,-0.0010650853196109,0.0457681041665055,0.0028819693239719,0.0300359064187382,-0.0207593002087957,0.0048544270802396,-0.004449817815106,-0.0092920595394551,-0.0134662686135634,0.011903291311939,0.0076815525021844,-0.0095709228938345,-0.018523731239342,0.0068397277845935,0.0094168108222762,-0.0071552691155975,-0.0008504665011568,CAPTURED
2,0.0516215972,0.0632712462,0.1148928434,0.0714301633726023,0.0244474973396827,0.0450369061490189,0.204777,0.0,-7,2,8000,-5.700835265124938,-3.4530270270523977,-0.8048635843446844,-0.4899989417092038,0.4150694406707428,0.050622185609123,0.8112764243241878,-0.1083029628161488,-0.1265656349459971,-0.0071456313301429,0.0195792013228391,-0.2632832689528692,-0.0668595786774118,-0.0197543534511448,-0.0130332035795396,0.0832690341955071,0.0499336441773221,0.0146157354434869,0.0360562776450981,0.1092544390821157,0.0361218667578076,0.0622473082989275,0.0317824959709733,0.0165808875052074,-0.0049976527769114,0.0136186219787383,0.0265354040116704,-0.0149355413518092,-0.014511294445998,0.0060961417687915,0.0157895599998284,-0.0232997284560285,0.0011232223281378,0.0313762137088245,0.0191871135804476,0.0094391397078728,-0.0012415962171218,0.0085958664451402,-0.0074889836369011,-0.0177049748755255,CAPTURED
4,0.0481800858,0.0617613361,0.1099414219,0.0,0.0,0.0,0.204777,0.0,-7,2,8000,-5.755361549624286,-3.4123297489172453,-0.8505703199424511,-0.4970816703666404,0.3003654033531809,0.050026615039254,0.8375118190182435,-0.0644696703979504,-0.1572637699904936,-0.0037138643090594,0.0868896293563244,-0.2673533171436508,0.0319551642202438,0.0184268777252371,-0.1000791427606123,-0.0095445922575878,0.0823522053062943,-0.014060316657303,0.0419213052555478,0.0307544661360059,-0.0247235104027202,0.0468156776489976,0.0673467017296127,-0.0013091865007334,0.0408963606835148,0.0053161051423055,0.024650274816174,-0.0314113041976731,0.0017116354059419,-0.0027473600491208,-0.0110668912968284,-0.0118426457532984,0.0082891889306359,0.0148142425417093,-0.0078594618088495,-0.0194702350191458,0.0034758467467835,0.0129886144171046,-0.0115575275352619,-0.0012990908295234,CAPTURED
2,0.0515357324,0.0595953253,0.1111310577,0.0734727150963792,0.0257239296917941,0.047327566008928,0.186872,0.0,-7,2,9000,-5.683515307801617,-3.49304703984936,-0.8158465522506333,-0.5584702703808335,0.4534747039272817,0.0015740789444288,0.8284193380491089,-0.1294205993134173,-0.1884961129028129,-0.0042090613347351,0.007926120914027,-0.2836676859841639,-0.0845412082757822,-0.0177543534940728,0.0062099939771316,0.0840460909156416,0.0717672368692923,0.0044873554020131,0.0424182897640142,0.1247418572125173,0.0477483825117494,0.067128643332261,0.0463122115033859,0.018196902871974,-0.0118265412186831,0.0168681842895822,0.0220199535966447,-0.0250304769890221,-0.0198066240055866,0.0111600653503844,0.0166868503361489,-0.0211614239542915,-0.0022758182183248,0.0397281540441902,0.0221329988914482,0.0121427336830125,-0.003845134648442,0.0122475511939115,-0.0103249304445409,-0.0189729079383098,CAPTURED
4,0.0480084232,0.0581007458,0.106109169,0.0,0.0,0.0,0.186872,0.0,-7,2,9000,-5.736466345831441,-3.449222953205764,-0.861132004804653,-0.5714865098792128,0.3361339598254508,-0.0015786379670786,0.853485887220938,-0.0856358691610057,-0.2149077457533431,-0.0007299328599082,0.0776954047100487,-0.286786828809818,0.0155773313416796,0.0229952024159756,-0.0822514258943651,-0.0107010978837735,0.1070237156092201,-0.0236279658872023,0.0472639203255943,0.0410300205208949,-0.0198098917726619,0.0509433941904072,0.0816202074268479,-0.0008256129748807,0.0353975070441682,0.0077607601121874,0.0183146302306555,-0.042844945978839,-0.0018013124408158,0.0004532636309902,-0.0129863905055937,-0.0099845891017705,0.0045726341189703,0.0219274202630581,-0.0063375357928436,-0.0195979233248194,-0.0003374440058431,0.0163268658320615,-0.0157066229835994,-0.0013042676132452,CAPTURED
2,0.0559015046,0.0708493837,0.1267508883,0.0478443872776678,0.0133080817337203,0.028255025922018,0.294565,0.0,-7,3,3000,-0.9379993949986488,-4.786281161099779,-1.2901718246716036,-0.0137199067964576,-0.3932415832428144,0.8563304177816222,0.6162959076488679,0.2604377131088229,0.5184104678156674,-0.0579132948896348,-0.0297244261215925,-0.0907645439304543,0.0793034305630017,-0.1581673601197675,-0.1473456977765185,0.0702219707914972,0.0019064036190161,-0.0091475866022611,-0.077705659069665,0.0158303332917372,-0.0012495901938039,0.0111755006074119,-0.0843403018500729,0.0370820795913801,-0.0004797406274628,-0.0493185847703313,0.0180892803246928,-0.0205086619209023,-0.0147406112249278,0.025773821607311,-0.030258684192125,-0.0057519486127667,0.0115013507912434,-0.0049368606611047,0.0111671504315944,0.0047912728092842,-0.0152248265714332,-0.0082542247689667,0.0052062581865465,0.0102335766841142,CAPTURED
4,0.0533490519,0.0699188973,0.1232679492,0.0,0.0,0.0,0.294565,0.0,-7,3,3000,-1.000870951833022,-4.75074548619294,-1.3088941408242738,0.0068401459476602,-0.4643192226977429,0.8865804577279182,0.6489632231241799,0.2883878257181629,0.4955918207337619,-0.0534480094481905,0.0165599940262357,-0.1024071757320097,0.1676667389652526,-0.1394311894185393,-0.2049169116983738,-0.0169696561472102,0.0255480026019081,-0.0471403539611028,-0.0662759938530927,-0.0462903800389804,-0.0311743749529897,-0.0065872563774432,-0.0500836883575348,0.0259449869361844,0.0237060170610915,-0.0344436774124254,0.004904009773827,-0.0414153799131911,-0.0114785014863327,0.0238974998168572,-0.0346896357845867,0.0032669101887674,0.0172574933054271,-0.0026960232037063,-0.0061007983710879,0.0023246484255757,-0.0077845444493433,-0.0025431062691855,0.0135397879690551,0.0155816494750572,CAPTURED
